city,county_name,state,crime_report_year,strata_level_name_code,criminals_population,all_population,crime_rate,2000_price_avg,2001_price_avg,2002_price_avg,2003_price_avg,2004_price_avg,2005_price_avg,2006_price_avg,2007_price_avg,2008_price_avg,2009_price_avg,2010_price_avg,2011_price_avg,2012_price_avg,2013_price_avg,price_avg_this_year
Oakland,Alameda,CA,2000,5,9503,1443741,6.582205534,254284,0,0,0,0,0,0,0,0,0,0,0,0,0,254284
Oakland,Alameda,CA,2001,5,9422,1470572,6.407030734,0,317862,0,0,0,0,0,0,0,0,0,0,0,0,317862
Oakland,Alameda,CA,2002,5,9666,1496782,6.45785425,0,0,356466,0,0,0,0,0,0,0,0,0,0,0,356466
Oakland,Alameda,CA,2003,5,10104,1487757,6.791431665,0,0,0,396537,0,0,0,0,0,0,0,0,0,0,396537
Oakland,Alameda,CA,2004,5,9114,1477884,6.166925144,0,0,0,0,453641,0,0,0,0,0,0,0,0,0,453641
Oakland,Alameda,CA,2005,5,9749,1464898,6.655070865,0,0,0,0,0,543074,0,0,0,0,0,0,0,0,543074
Oakland,Alameda,CA,2006,5,12412,1461954,8.49000721,0,0,0,0,0,0,581808,0,0,0,0,0,0,0,581808
Oakland,Alameda,CA,2007,5,12537,1447205,8.662905393,0,0,0,0,0,0,0,562511,0,0,0,0,0,0,562511
Oakland,Alameda,CA,2008,5,12778,1458725,8.759704536,0,0,0,0,0,0,0,0,483323,0,0,0,0,0,483323
Oakland,Alameda,CA,2009,5,11189,1471974,7.601357089,0,0,0,0,0,0,0,0,0,381228,0,0,0,0,381228
Oakland,Alameda,CA,2010,5,10468,1510271,6.931206386,0,0,0,0,0,0,0,0,0,0,377029,0,0,0,377029
Oakland,Alameda,CA,2011,5,10785,1528026,7.058125974,0,0,0,0,0,0,0,0,0,0,0,339498,0,0,339498
Oakland,Alameda,CA,2012,5,11900,1544062,7.70694441,0,0,0,0,0,0,0,0,0,0,0,0,330686,0,330686
Oakland,Alameda,CA,2013,5,11739,1570821,7.473162124,0,0,0,0,0,0,0,0,0,0,0,0,0,417335,417335
Markleeville,Alpine,CA,2012,5,8,1112,7.194244604,0,0,0,0,0,0,0,0,0,0,0,0,200852,0,200852
Markleeville,Alpine,CA,2013,5,6,1121,5.352363961,0,0,0,0,0,0,0,0,0,0,0,0,0,249032,249032
Pioneer,Amador,CA,2000,5,179,34120,5.246189918,163095,0,0,0,0,0,0,0,0,0,0,0,0,0,163095
Pioneer,Amador,CA,2001,5,141,35752,3.94383531,0,147682,0,0,0,0,0,0,0,0,0,0,0,0,147682
Pioneer,Amador,CA,2002,5,146,36389,4.012201489,0,0,159259,0,0,0,0,0,0,0,0,0,0,0,159259
Pioneer,Amador,CA,2003,5,117,37042,3.158576751,0,0,0,181981,0,0,0,0,0,0,0,0,0,0,181981
Pioneer,Amador,CA,2004,5,121,37703,3.20929369,0,0,0,0,226389,0,0,0,0,0,0,0,0,0,226389
Pioneer,Amador,CA,2005,5,140,38088,3.675698383,0,0,0,0,0,276622,0,0,0,0,0,0,0,0,276622
Pioneer,Amador,CA,2006,5,131,38817,3.374810006,0,0,0,0,0,0,303964,0,0,0,0,0,0,0,303964
Pioneer,Amador,CA,2007,5,154,39205,3.928070399,0,0,0,0,0,0,0,284529,0,0,0,0,0,0,284529
Pioneer,Amador,CA,2008,5,127,38948,3.260757934,0,0,0,0,0,0,0,0,238069,0,0,0,0,0,238069
Pioneer,Amador,CA,2009,5,107,38462,2.781966616,0,0,0,0,0,0,0,0,0,202013,0,0,0,0,202013
Pioneer,Amador,CA,2010,5,110,38091,2.88782127,0,0,0,0,0,0,0,0,0,0,189703,0,0,0,189703
Pioneer,Amador,CA,2011,5,98,38539,2.542878642,0,0,0,0,0,0,0,0,0,0,0,179934,0,0,179934
Pioneer,Amador,CA,2012,5,130,38305,3.393812818,0,0,0,0,0,0,0,0,0,0,0,0,182760,0,182760
Pioneer,Amador,CA,2013,5,100,36824,2.715620248,0,0,0,0,0,0,0,0,0,0,0,0,0,206518,206518
Chico,Butte,CA,2000,5,699,203171,3.440451639,282743,0,0,0,0,0,0,0,0,0,0,0,0,0,282743
Chico,Butte,CA,2001,5,629,206947,3.039425553,0,160917,0,0,0,0,0,0,0,0,0,0,0,0,160917
Chico,Butte,CA,2002,5,541,210636,2.568411857,0,0,180758,0,0,0,0,0,0,0,0,0,0,0,180758
Chico,Butte,CA,2003,5,696,211398,3.292367951,0,0,0,216953,0,0,0,0,0,0,0,0,0,0,216953
Chico,Butte,CA,2004,5,752,213444,3.523172354,0,0,0,0,258083,0,0,0,0,0,0,0,0,0,258083
Chico,Butte,CA,2005,5,752,214382,3.507757181,0,0,0,0,0,333779,0,0,0,0,0,0,0,0,333779
Chico,Butte,CA,2006,5,787,216114,3.641596565,0,0,0,0,0,0,367477,0,0,0,0,0,0,0,367477
Chico,Butte,CA,2007,5,977,215992,4.523315678,0,0,0,0,0,0,0,352808,0,0,0,0,0,0,352808
Chico,Butte,CA,2008,5,836,219628,3.806436338,0,0,0,0,0,0,0,0,313300,0,0,0,0,0,313300
Chico,Butte,CA,2009,5,932,221473,4.208187906,0,0,0,0,0,0,0,0,0,282687,0,0,0,0,282687
Chico,Butte,CA,2010,5,762,220000,3.463636364,0,0,0,0,0,0,0,0,0,0,268753,0,0,0,268753
Chico,Butte,CA,2011,5,576,222586,2.587763831,0,0,0,0,0,0,0,0,0,0,0,248004,0,0,248004
Chico,Butte,CA,2012,5,684,222309,3.07679851,0,0,0,0,0,0,0,0,0,0,0,0,240384,0,240384
Chico,Butte,CA,2013,5,634,222365,2.851168124,0,0,0,0,0,0,0,0,0,0,0,0,0,266977,266977
Murphys,Calaveras,CA,2000,5,118,40554,2.909700646,189085,0,0,0,0,0,0,0,0,0,0,0,0,0,189085
Murphys,Calaveras,CA,2001,5,128,41308,3.09867338,0,442154,0,0,0,0,0,0,0,0,0,0,0,0,442154
Murphys,Calaveras,CA,2002,5,201,42044,4.780705927,0,0,502301,0,0,0,0,0,0,0,0,0,0,0,502301
Murphys,Calaveras,CA,2003,5,222,43429,5.11179166,0,0,0,574292,0,0,0,0,0,0,0,0,0,0,574292
Murphys,Calaveras,CA,2004,5,127,45047,2.819277643,0,0,0,0,671830,0,0,0,0,0,0,0,0,0,671830
Murphys,Calaveras,CA,2005,5,153,46244,3.308537324,0,0,0,0,0,591629,0,0,0,0,0,0,0,0,591629
Murphys,Calaveras,CA,2006,5,56,47293,1.184107585,0,0,0,0,0,0,622424,0,0,0,0,0,0,0,622424
Murphys,Calaveras,CA,2007,5,68,48442,1.403740556,0,0,0,0,0,0,0,479242,0,0,0,0,0,0,479242
Murphys,Calaveras,CA,2008,5,93,47443,1.960247033,0,0,0,0,0,0,0,0,284857,0,0,0,0,0,284857
Murphys,Calaveras,CA,2009,5,84,47418,1.771479185,0,0,0,0,0,0,0,0,0,209819,0,0,0,0,209819
Murphys,Calaveras,CA,2010,5,93,45578,2.040458116,0,0,0,0,0,0,0,0,0,0,203678,0,0,0,203678
Murphys,Calaveras,CA,2011,5,120,46114,2.602246606,0,0,0,0,0,0,0,0,0,0,0,195764,0,0,195764
Murphys,Calaveras,CA,2012,5,101,45470,2.221244777,0,0,0,0,0,0,0,0,0,0,0,0,245872,0,245872
Murphys,Calaveras,CA,2013,5,130,44556,2.917676632,0,0,0,0,0,0,0,0,0,0,0,0,0,336743,336743
Stonyford,Colusa,CA,2000,5,57,18804,3.031269943,194346,0,0,0,0,0,0,0,0,0,0,0,0,0,194346
Stonyford,Colusa,CA,2001,5,55,19153,2.871612802,0,427889,0,0,0,0,0,0,0,0,0,0,0,0,427889
Stonyford,Colusa,CA,2002,5,52,19495,2.667350603,0,0,404563,0,0,0,0,0,0,0,0,0,0,0,404563
Stonyford,Colusa,CA,2003,5,61,19515,3.125800666,0,0,0,505001,0,0,0,0,0,0,0,0,0,0,505001
Stonyford,Colusa,CA,2004,5,59,19905,2.964079377,0,0,0,0,539089,0,0,0,0,0,0,0,0,0,539089
Stonyford,Colusa,CA,2005,5,51,20474,2.49096415,0,0,0,0,0,687703,0,0,0,0,0,0,0,0,687703
Stonyford,Colusa,CA,2006,5,80,21285,3.758515386,0,0,0,0,0,0,742709,0,0,0,0,0,0,0,742709
Stonyford,Colusa,CA,2007,5,66,21479,3.072768751,0,0,0,0,0,0,0,738851,0,0,0,0,0,0,738851
Stonyford,Colusa,CA,2008,5,42,21530,1.950766373,0,0,0,0,0,0,0,0,533240,0,0,0,0,0,533240
Stonyford,Colusa,CA,2009,5,59,21413,2.755335544,0,0,0,0,0,0,0,0,0,344944,0,0,0,0,344944
Stonyford,Colusa,CA,2010,5,48,21419,2.24100098,0,0,0,0,0,0,0,0,0,0,289831,0,0,0,289831
Stonyford,Colusa,CA,2011,5,46,21671,2.122652393,0,0,0,0,0,0,0,0,0,0,0,283670,0,0,283670
Stonyford,Colusa,CA,2012,5,46,21749,2.115039772,0,0,0,0,0,0,0,0,0,0,0,0,267540,0,267540
Stonyford,Colusa,CA,2013,5,43,21429,2.006626534,0,0,0,0,0,0,0,0,0,0,0,0,0,244280,244280
Concord,Contra Costa,CA,2000,5,4532,948816,4.776479317,157207,0,0,0,0,0,0,0,0,0,0,0,0,0,157207
Concord,Contra Costa,CA,2001,5,4387,966449,4.539297987,0,768699,0,0,0,0,0,0,0,0,0,0,0,0,768699
Concord,Contra Costa,CA,2002,5,4264,983674,4.334769446,0,0,950725,0,0,0,0,0,0,0,0,0,0,0,950725
Concord,Contra Costa,CA,2003,5,4187,1002769,4.175438212,0,0,0,1001724,0,0,0,0,0,0,0,0,0,0,1001724
Concord,Contra Costa,CA,2004,5,4021,1012685,3.970632526,0,0,0,0,1134853,0,0,0,0,0,0,0,0,0,1134853
Concord,Contra Costa,CA,2005,5,4513,1015845,4.442606894,0,0,0,0,0,813034,0,0,0,0,0,0,0,0,813034
Concord,Contra Costa,CA,2006,5,4797,1026953,4.671099846,0,0,0,0,0,0,864342,0,0,0,0,0,0,0,864342
Concord,Contra Costa,CA,2007,5,4954,1026886,4.824294031,0,0,0,0,0,0,0,723578,0,0,0,0,0,0,723578
Concord,Contra Costa,CA,2008,5,4597,1023196,4.492785351,0,0,0,0,0,0,0,0,521189,0,0,0,0,0,521189
Concord,Contra Costa,CA,2009,5,4257,1034973,4.113150778,0,0,0,0,0,0,0,0,0,373145,0,0,0,0,373145
Concord,Contra Costa,CA,2010,5,4326,1049025,4.12382927,0,0,0,0,0,0,0,0,0,0,321212,0,0,0,321212
Concord,Contra Costa,CA,2011,5,3927,1061357,3.699980308,0,0,0,0,0,0,0,0,0,0,0,305435,0,0,305435
Concord,Contra Costa,CA,2012,5,4384,1075982,4.074417602,0,0,0,0,0,0,0,0,0,0,0,0,303170,0,303170
Concord,Contra Costa,CA,2013,5,3961,1090133,3.6335016,0,0,0,0,0,0,0,0,0,0,0,0,0,298250,298250
Crescent,Del Norte,CA,2000,5,118,27507,4.289817137,106077,0,0,0,0,0,0,0,0,0,0,0,0,0,106077
Crescent,Del Norte,CA,2001,5,121,28018,4.318652295,0,217402,0,0,0,0,0,0,0,0,0,0,0,0,217402
Crescent,Del Norte,CA,2002,5,112,28518,3.927344134,0,0,236582,0,0,0,0,0,0,0,0,0,0,0,236582
Crescent,Del Norte,CA,2003,5,120,27770,4.321209939,0,0,0,300237,0,0,0,0,0,0,0,0,0,0,300237
Crescent,Del Norte,CA,2004,5,181,28235,6.410483443,0,0,0,0,346191,0,0,0,0,0,0,0,0,0,346191
Crescent,Del Norte,CA,2005,5,120,28539,4.204772417,0,0,0,0,0,353931,0,0,0,0,0,0,0,0,353931
Crescent,Del Norte,CA,2006,5,94,28964,3.245408093,0,0,0,0,0,0,385860,0,0,0,0,0,0,0,385860
Crescent,Del Norte,CA,2007,5,86,28877,2.9781487,0,0,0,0,0,0,0,424624,0,0,0,0,0,0,424624
Crescent,Del Norte,CA,2008,5,114,29078,3.920489717,0,0,0,0,0,0,0,0,391803,0,0,0,0,0,391803
Crescent,Del Norte,CA,2009,5,108,29185,3.700531095,0,0,0,0,0,0,0,0,0,310877,0,0,0,0,310877
Crescent,Del Norte,CA,2010,5,111,28610,3.879762321,0,0,0,0,0,0,0,0,0,0,262174,0,0,0,262174
Crescent,Del Norte,CA,2011,5,160,28946,5.527534029,0,0,0,0,0,0,0,0,0,0,0,239290,0,0,239290
Crescent,Del Norte,CA,2012,5,155,28925,5.358686258,0,0,0,0,0,0,0,0,0,0,0,0,270003,0,270003
Crescent,Del Norte,CA,2013,5,175,28231,6.19885941,0,0,0,0,0,0,0,0,0,0,0,0,0,235414,235414
El Dorado Hills,El Dorado,CA,2000,5,702,156299,4.4913915,126664,0,0,0,0,0,0,0,0,0,0,0,0,0,126664
El Dorado Hills,El Dorado,CA,2001,5,563,159204,3.536343308,0,236288,0,0,0,0,0,0,0,0,0,0,0,0,236288
El Dorado Hills,El Dorado,CA,2002,5,524,162041,3.233749483,0,0,279447,0,0,0,0,0,0,0,0,0,0,0,279447
El Dorado Hills,El Dorado,CA,2003,5,481,167483,2.871933271,0,0,0,256820,0,0,0,0,0,0,0,0,0,0,256820
El Dorado Hills,El Dorado,CA,2004,5,467,170770,2.734672366,0,0,0,0,285826,0,0,0,0,0,0,0,0,0,285826
El Dorado Hills,El Dorado,CA,2005,5,482,174037,2.76952602,0,0,0,0,0,405146,0,0,0,0,0,0,0,0,405146
El Dorado Hills,El Dorado,CA,2006,5,614,178434,3.441048231,0,0,0,0,0,0,418924,0,0,0,0,0,0,0,418924
El Dorado Hills,El Dorado,CA,2007,5,471,179877,2.618455945,0,0,0,0,0,0,0,434802,0,0,0,0,0,0,434802
El Dorado Hills,El Dorado,CA,2008,5,451,177288,2.543883399,0,0,0,0,0,0,0,0,341799,0,0,0,0,0,341799
El Dorado Hills,El Dorado,CA,2009,5,520,177704,2.926214379,0,0,0,0,0,0,0,0,0,274631,0,0,0,0,274631
El Dorado Hills,El Dorado,CA,2010,5,485,181058,2.678699643,0,0,0,0,0,0,0,0,0,0,309259,0,0,0,309259
El Dorado Hills,El Dorado,CA,2011,5,390,183187,2.128972034,0,0,0,0,0,0,0,0,0,0,0,275043,0,0,275043
El Dorado Hills,El Dorado,CA,2012,5,444,182616,2.431331318,0,0,0,0,0,0,0,0,0,0,0,0,237660,0,237660
El Dorado Hills,El Dorado,CA,2013,5,390,180610,2.159348873,0,0,0,0,0,0,0,0,0,0,0,0,0,271806,271806
Fresno,Fresno,CA,2000,5,6041,799407,7.556851516,85991,0,0,0,0,0,0,0,0,0,0,0,0,0,85991
Fresno,Fresno,CA,2001,5,6378,814263,7.832850074,0,128840,0,0,0,0,0,0,0,0,0,0,0,0,128840
Fresno,Fresno,CA,2002,5,5107,828776,6.162099289,0,0,132606,0,0,0,0,0,0,0,0,0,0,0,132606
Fresno,Fresno,CA,2003,5,5055,843389,5.993675516,0,0,0,160750,0,0,0,0,0,0,0,0,0,0,160750
Fresno,Fresno,CA,2004,5,5169,860134,6.009528748,0,0,0,0,233195,0,0,0,0,0,0,0,0,0,233195
Fresno,Fresno,CA,2005,5,5574,872528,6.38833367,0,0,0,0,0,158813,0,0,0,0,0,0,0,0,158813
Fresno,Fresno,CA,2006,5,4895,885487,5.528031467,0,0,0,0,0,0,184087,0,0,0,0,0,0,0,184087
Fresno,Fresno,CA,2007,5,4450,898391,4.953299844,0,0,0,0,0,0,0,248784,0,0,0,0,0,0,248784
Fresno,Fresno,CA,2008,5,4287,907820,4.722301778,0,0,0,0,0,0,0,0,243441,0,0,0,0,0,243441
Fresno,Fresno,CA,2009,5,4694,918710,5.109338094,0,0,0,0,0,0,0,0,0,192422,0,0,0,0,192422
Fresno,Fresno,CA,2010,5,4976,930450,5.347949917,0,0,0,0,0,0,0,0,0,0,152059,0,0,0,152059
Fresno,Fresno,CA,2011,5,5123,926724,5.528075241,0,0,0,0,0,0,0,0,0,0,0,130996,0,0,130996
Fresno,Fresno,CA,2012,5,5104,942367,5.41614891,0,0,0,0,0,0,0,0,0,0,0,0,115136,0,115136
Fresno,Fresno,CA,2013,5,4868,954305,5.101094514,0,0,0,0,0,0,0,0,0,0,0,0,0,119014,119014
Orland,Glenn,CA,2000,5,80,26453,3.024231656,174353,0,0,0,0,0,0,0,0,0,0,0,0,0,174353
Orland,Glenn,CA,2001,5,95,26945,3.525700501,0,165789,0,0,0,0,0,0,0,0,0,0,0,0,165789
Orland,Glenn,CA,2002,5,74,27425,2.698268004,0,0,140701,0,0,0,0,0,0,0,0,0,0,0,140701
Orland,Glenn,CA,2003,5,75,26902,2.787896811,0,0,0,279789,0,0,0,0,0,0,0,0,0,0,279789
Orland,Glenn,CA,2004,5,71,27570,2.575262967,0,0,0,0,299394,0,0,0,0,0,0,0,0,0,299394
Orland,Glenn,CA,2005,5,73,27671,2.638141014,0,0,0,0,0,805975,0,0,0,0,0,0,0,0,805975
Orland,Glenn,CA,2006,5,77,28009,2.749116355,0,0,0,0,0,0,860913,0,0,0,0,0,0,0,860913
Orland,Glenn,CA,2007,5,70,28081,2.492788718,0,0,0,0,0,0,0,667254,0,0,0,0,0,0,667254
Orland,Glenn,CA,2008,5,62,28187,2.199595558,0,0,0,0,0,0,0,0,559166,0,0,0,0,0,559166
Orland,Glenn,CA,2009,5,54,28344,1.905165114,0,0,0,0,0,0,0,0,0,439118,0,0,0,0,439118
Orland,Glenn,CA,2010,5,73,28122,2.595832444,0,0,0,0,0,0,0,0,0,0,569740,0,0,0,569740
Orland,Glenn,CA,2011,5,65,28453,2.284469125,0,0,0,0,0,0,0,0,0,0,0,592631,0,0,592631
Orland,Glenn,CA,2012,5,78,28389,2.747543062,0,0,0,0,0,0,0,0,0,0,0,0,467636,0,467636
Orland,Glenn,CA,2013,5,151,27995,5.393820325,0,0,0,0,0,0,0,0,0,0,0,0,0,559100,559100
Eureka,Humboldt,CA,2000,5,427,126207,3.38333056,139134,0,0,0,0,0,0,0,0,0,0,0,0,0,139134
Eureka,Humboldt,CA,2001,5,544,128869,4.221341052,0,107684,0,0,0,0,0,0,0,0,0,0,0,0,107684
Eureka,Humboldt,CA,2002,5,504,131166,3.842459174,0,0,143320,0,0,0,0,0,0,0,0,0,0,0,143320
Eureka,Humboldt,CA,2003,5,394,128493,3.066314897,0,0,0,163310,0,0,0,0,0,0,0,0,0,0,163310
Eureka,Humboldt,CA,2004,5,428,129391,3.307803479,0,0,0,0,190572,0,0,0,0,0,0,0,0,0,190572
Eureka,Humboldt,CA,2005,5,394,129382,3.045245861,0,0,0,0,0,141986,0,0,0,0,0,0,0,0,141986
Eureka,Humboldt,CA,2006,5,408,129532,3.149800821,0,0,0,0,0,0,164532,0,0,0,0,0,0,0,164532
Eureka,Humboldt,CA,2007,5,482,127629,3.776571155,0,0,0,0,0,0,0,187705,0,0,0,0,0,0,187705
Eureka,Humboldt,CA,2008,5,459,128541,3.5708451,0,0,0,0,0,0,0,0,160207,0,0,0,0,0,160207
Eureka,Humboldt,CA,2009,5,541,128844,4.19887616,0,0,0,0,0,0,0,0,0,135436,0,0,0,0,135436
Eureka,Humboldt,CA,2010,5,529,134623,3.929491989,0,0,0,0,0,0,0,0,0,0,134172,0,0,0,134172
Eureka,Humboldt,CA,2011,5,440,136206,3.23040101,0,0,0,0,0,0,0,0,0,0,0,127327,0,0,127327
Eureka,Humboldt,CA,2012,5,389,136011,2.860062789,0,0,0,0,0,0,0,0,0,0,0,0,178305,0,178305
Eureka,Humboldt,CA,2013,5,474,134938,3.512724362,0,0,0,0,0,0,0,0,0,0,0,0,0,262258,262258
El Centro,Imperial,CA,2000,5,707,142361,4.966247779,149403,0,0,0,0,0,0,0,0,0,0,0,0,0,149403
El Centro,Imperial,CA,2001,5,739,145007,5.096305696,0,100587,0,0,0,0,0,0,0,0,0,0,0,0,100587
El Centro,Imperial,CA,2002,5,680,147591,4.607327005,0,0,63113,0,0,0,0,0,0,0,0,0,0,0,63113
El Centro,Imperial,CA,2003,5,773,147782,5.23067762,0,0,0,93309,0,0,0,0,0,0,0,0,0,0,93309
El Centro,Imperial,CA,2004,5,687,150954,4.551055288,0,0,0,0,183094,0,0,0,0,0,0,0,0,0,183094
El Centro,Imperial,CA,2005,5,785,153460,5.115339502,0,0,0,0,0,112299,0,0,0,0,0,0,0,0,112299
El Centro,Imperial,CA,2006,5,663,157226,4.216859807,0,0,0,0,0,0,140030,0,0,0,0,0,0,0,140030
El Centro,Imperial,CA,2007,5,545,161766,3.369063957,0,0,0,0,0,0,0,144365,0,0,0,0,0,0,144365
El Centro,Imperial,CA,2008,5,474,163673,2.89601828,0,0,0,0,0,0,0,0,137228,0,0,0,0,0,137228
El Centro,Imperial,CA,2009,5,590,165988,3.554473817,0,0,0,0,0,0,0,0,0,92676,0,0,0,0,92676
El Centro,Imperial,CA,2010,5,618,174528,3.540979098,0,0,0,0,0,0,0,0,0,0,124303,0,0,0,124303
El Centro,Imperial,CA,2011,5,453,168784,2.683903688,0,0,0,0,0,0,0,0,0,0,0,107549,0,0,107549
El Centro,Imperial,CA,2012,5,492,170868,2.879415689,0,0,0,0,0,0,0,0,0,0,0,0,88643,0,88643
El Centro,Imperial,CA,2013,5,517,169894,3.043073917,0,0,0,0,0,0,0,0,0,0,0,0,0,83641,83641
Big Pine,Inyo,CA,2003,5,45,18405,2.444987775,0,0,0,271780,0,0,0,0,0,0,0,0,0,0,271780
Big Pine,Inyo,CA,2004,5,52,18537,2.80520041,0,0,0,0,506609,0,0,0,0,0,0,0,0,0,506609
Big Pine,Inyo,CA,2005,5,86,18365,4.682820583,0,0,0,0,0,269383,0,0,0,0,0,0,0,0,269383
Big Pine,Inyo,CA,2006,5,74,18320,4.03930131,0,0,0,0,0,0,357014,0,0,0,0,0,0,0,357014
Big Pine,Inyo,CA,2007,5,135,17850,7.56302521,0,0,0,0,0,0,0,602370,0,0,0,0,0,0,602370
Big Pine,Inyo,CA,2008,5,85,17306,4.911591356,0,0,0,0,0,0,0,0,323916,0,0,0,0,0,323916
Big Pine,Inyo,CA,2009,5,80,16993,4.707820867,0,0,0,0,0,0,0,0,0,158983,0,0,0,0,158983
Big Pine,Inyo,CA,2010,5,69,18546,3.720478809,0,0,0,0,0,0,0,0,0,0,191478,0,0,0,191478
Big Pine,Inyo,CA,2011,5,68,18764,3.623960776,0,0,0,0,0,0,0,0,0,0,0,459900,0,0,459900
Big Pine,Inyo,CA,2012,5,83,18649,4.450640785,0,0,0,0,0,0,0,0,0,0,0,0,280874,0,280874
Big Pine,Inyo,CA,2013,5,75,18508,4.052301707,0,0,0,0,0,0,0,0,0,0,0,0,0,487263,487263
Bakersfield,Kern,CA,2000,5,3237,661645,4.892351639,197150,0,0,0,0,0,0,0,0,0,0,0,0,0,197150
Bakersfield,Kern,CA,2001,5,3275,673941,4.859475829,0,144676,0,0,0,0,0,0,0,0,0,0,0,0,144676
Bakersfield,Kern,CA,2002,5,3371,685953,4.914330865,0,0,84460,0,0,0,0,0,0,0,0,0,0,0,84460
Bakersfield,Kern,CA,2003,5,3742,701341,5.335493006,0,0,0,112656,0,0,0,0,0,0,0,0,0,0,112656
Bakersfield,Kern,CA,2004,5,4421,721313,6.129100682,0,0,0,0,152042,0,0,0,0,0,0,0,0,0,152042
Bakersfield,Kern,CA,2005,5,3899,739726,5.270870566,0,0,0,0,0,335686,0,0,0,0,0,0,0,0,335686
Bakersfield,Kern,CA,2006,5,4189,763641,5.485561933,0,0,0,0,0,0,397247,0,0,0,0,0,0,0,397247
Bakersfield,Kern,CA,2007,5,4590,792216,5.793874398,0,0,0,0,0,0,0,208020,0,0,0,0,0,0,208020
Bakersfield,Kern,CA,2008,5,4631,804287,5.757894881,0,0,0,0,0,0,0,0,145765,0,0,0,0,0,145765
Bakersfield,Kern,CA,2009,5,4892,814516,6.006020753,0,0,0,0,0,0,0,0,0,107681,0,0,0,0,107681
Bakersfield,Kern,CA,2010,5,4879,839631,5.810885973,0,0,0,0,0,0,0,0,0,0,101293,0,0,0,101293
Bakersfield,Kern,CA,2011,5,4447,849502,5.234831701,0,0,0,0,0,0,0,0,0,0,0,96153,0,0,96153
Bakersfield,Kern,CA,2012,5,4976,859608,5.788685075,0,0,0,0,0,0,0,0,0,0,0,0,72322,0,72322
Bakersfield,Kern,CA,2013,5,4969,862202,5.763150631,0,0,0,0,0,0,0,0,0,0,0,0,0,95990,95990
Hanford,Kings,CA,2000,5,364,129461,2.811657565,250088,0,0,0,0,0,0,0,0,0,0,0,0,0,250088
Hanford,Kings,CA,2001,5,340,131867,2.578355464,0,213562,0,0,0,0,0,0,0,0,0,0,0,0,213562
Hanford,Kings,CA,2002,5,408,134218,3.039830723,0,0,165287,0,0,0,0,0,0,0,0,0,0,0,165287
Hanford,Kings,CA,2003,5,434,136460,3.18041917,0,0,0,227000,0,0,0,0,0,0,0,0,0,0,227000
Hanford,Kings,CA,2004,5,462,140162,3.296185842,0,0,0,0,474013,0,0,0,0,0,0,0,0,0,474013
Hanford,Kings,CA,2005,5,547,143508,3.811634195,0,0,0,0,0,446921,0,0,0,0,0,0,0,0,446921
Hanford,Kings,CA,2006,5,535,144712,3.696998176,0,0,0,0,0,0,522782,0,0,0,0,0,0,0,522782
Hanford,Kings,CA,2007,5,441,147510,2.989627822,0,0,0,0,0,0,0,517958,0,0,0,0,0,0,517958
Hanford,Kings,CA,2008,5,614,150711,4.074022467,0,0,0,0,0,0,0,0,443382,0,0,0,0,0,443382
Hanford,Kings,CA,2009,5,562,151368,3.712805877,0,0,0,0,0,0,0,0,0,385252,0,0,0,0,385252
Hanford,Kings,CA,2010,5,533,152982,3.484070021,0,0,0,0,0,0,0,0,0,0,157288,0,0,0,157288
Hanford,Kings,CA,2011,5,542,154780,3.501744411,0,0,0,0,0,0,0,0,0,0,0,119514,0,0,119514
Hanford,Kings,CA,2012,5,767,155191,4.942296912,0,0,0,0,0,0,0,0,0,0,0,0,173866,0,173866
Hanford,Kings,CA,2013,5,725,151256,4.793198286,0,0,0,0,0,0,0,0,0,0,0,0,0,98103,98103
Clearlake,Lake,CA,2000,5,234,58309,4.013102609,266384,0,0,0,0,0,0,0,0,0,0,0,0,0,266384
Clearlake,Lake,CA,2001,5,213,59393,3.586281212,0,299917,0,0,0,0,0,0,0,0,0,0,0,0,299917
Clearlake,Lake,CA,2002,5,270,60452,4.466353471,0,0,249890,0,0,0,0,0,0,0,0,0,0,0,249890
Clearlake,Lake,CA,2003,5,336,62620,5.36569786,0,0,0,306996,0,0,0,0,0,0,0,0,0,0,306996
Clearlake,Lake,CA,2004,5,301,64100,4.695787832,0,0,0,0,415262,0,0,0,0,0,0,0,0,0,415262
Clearlake,Lake,CA,2005,5,252,64874,3.88445294,0,0,0,0,0,426085,0,0,0,0,0,0,0,0,426085
Clearlake,Lake,CA,2006,5,329,65734,5.005020233,0,0,0,0,0,0,515187,0,0,0,0,0,0,0,515187
Clearlake,Lake,CA,2007,5,228,66540,3.42651037,0,0,0,0,0,0,0,610013,0,0,0,0,0,0,610013
Clearlake,Lake,CA,2008,5,298,65152,4.57391945,0,0,0,0,0,0,0,0,605390,0,0,0,0,0,605390
Clearlake,Lake,CA,2009,5,277,65384,4.236510461,0,0,0,0,0,0,0,0,0,582470,0,0,0,0,582470
Clearlake,Lake,CA,2010,5,292,64665,4.515580298,0,0,0,0,0,0,0,0,0,0,202878,0,0,0,202878
Clearlake,Lake,CA,2011,5,331,65425,5.059228124,0,0,0,0,0,0,0,0,0,0,0,476156,0,0,476156
Clearlake,Lake,CA,2012,5,376,64919,5.791832899,0,0,0,0,0,0,0,0,0,0,0,0,358932,0,358932
Clearlake,Lake,CA,2013,5,356,63816,5.578538298,0,0,0,0,0,0,0,0,0,0,0,0,0,418310,418310
